isolate_key,country_clean,isolate_clean,n_segment_records,segments_present,has_L,has_M,has_S,complete_L,complete_M,complete_S,has_all_three_segments,has_complete_LMS,segment_pattern
Madagascar | ACCESSION_JF311394,Madagascar,ACCESSION_JF311394,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Madagascar | M48/08,Madagascar,M48/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,L+M+S
Madagascar | MgAn1002,Madagascar,MgAn1002,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | MgAn990,Madagascar,MgAn990,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | MgAn991,Madagascar,MgAn991,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | MgAr811,Madagascar,MgAr811,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Madagascar | MgH824,Madagascar,MgH824,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mali | RVF41125,Mali,RVF41125,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Mali | RVF41318,Mali,RVF41318,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Mauritania | 2018/MRT,Mauritania,2018/MRT,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Mauritania | 2018/MRT/1,Mauritania,2018/MRT/1,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Mauritania | 2018/MRT/2,Mauritania,2018/MRT/2,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Mauritania | 2018/MRT/3,Mauritania,2018/MRT/3,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | 2018/MRT/4,Mauritania,2018/MRT/4,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | 211856,Mauritania,211856,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 211857,Mauritania,211857,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 211977,Mauritania,211977,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227595,Mauritania,227595,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227598,Mauritania,227598,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227601,Mauritania,227601,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227602,Mauritania,227602,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227603,Mauritania,227603,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 227608,Mauritania,227608,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Mauritania | 25010-24,Mauritania,25010-24,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Mauritania | 25010-30,Mauritania,25010-30,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Mauritania | 25010_24,Mauritania,25010_24,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | 2687/3,Mauritania,2687/3,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Mauritania | 272655,Mauritania,272655,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | 272659,Mauritania,272659,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Mauritania | 272660,Mauritania,272660,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Mauritania | ACCESSION_DQ375395,Mauritania,ACCESSION_DQ375395,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Mauritania | ACCESSION_DQ375396,Mauritania,ACCESSION_DQ375396,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Mauritania | ACCESSION_DQ375397,Mauritania,ACCESSION_DQ375397,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Mauritania | ACCESSION_DQ375398,Mauritania,ACCESSION_DQ375398,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
Mauritania | ACCESSION_DQ380177,Mauritania,ACCESSION_DQ380177,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | ACCESSION_DQ380178,Mauritania,ACCESSION_DQ380178,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | ACCESSION_DQ380179,Mauritania,ACCESSION_DQ380179,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | ACCESSION_DQ380180,Mauritania,ACCESSION_DQ380180,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | ACCESSION_DQ380183,Mauritania,ACCESSION_DQ380183,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_DQ380184,Mauritania,ACCESSION_DQ380184,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_DQ380185,Mauritania,ACCESSION_DQ380185,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_DQ380186,Mauritania,ACCESSION_DQ380186,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_EF160115,Mauritania,ACCESSION_EF160115,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_EF160116,Mauritania,ACCESSION_EF160116,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | ACCESSION_EU312104,Mauritania,ACCESSION_EU312104,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Mauritania | ACCESSION_JQ974833,Mauritania,ACCESSION_JQ974833,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | FLI_MR202/13_M,Mauritania,FLI_MR202/13_M,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | FLI_MR202/13_S,Mauritania,FLI_MR202/13_S,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Mauritania | OS-4,Mauritania,OS-4,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mauritania | SH272655,Mauritania,SH272655,2,L+S,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,L+S
Mozambique | RFV-Moz-Gob-T7-2014,Mozambique,RFV-Moz-Gob-T7-2014,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Mozambique | RFV-Moz-Gob-T9-2014,Mozambique,RFV-Moz-Gob-T9-2014,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Namibia | ACCESSION_EU312124,Namibia,ACCESSION_EU312124,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Namibia | Namibia_2010,Namibia,Namibia_2010,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Namibia | Namibia_2011,Namibia,Namibia_2011,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Namibia | SA579/11,Namibia,SA579/11,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Namibia | SPU77/04,Namibia,SPU77/04,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Niger | ACCESSION_MG897464,Niger,ACCESSION_MG897464,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Niger | ACCESSION_MG897465,Niger,ACCESSION_MG897465,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Niger | ACCESSION_MG897467,Niger,ACCESSION_MG897467,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Rwanda | RW003,Rwanda,RW003,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | RW004,Rwanda,RW004,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | RW006,Rwanda,RW006,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | RW089,Rwanda,RW089,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | RW627,Rwanda,RW627,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | Rwanda2018NG10,Rwanda,Rwanda2018NG10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2018RU1,Rwanda,Rwanda2018RU1,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2018RU1-SE,Rwanda,Rwanda2018RU1-SE,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P1,Rwanda,Rwanda2022P1,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P100,Rwanda,Rwanda2022P100,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P102,Rwanda,Rwanda2022P102,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P103,Rwanda,Rwanda2022P103,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P104,Rwanda,Rwanda2022P104,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P11,Rwanda,Rwanda2022P11,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P110,Rwanda,Rwanda2022P110,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P116,Rwanda,Rwanda2022P116,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P120,Rwanda,Rwanda2022P120,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Rwanda | Rwanda2022P13,Rwanda,Rwanda2022P13,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P2,Rwanda,Rwanda2022P2,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P23,Rwanda,Rwanda2022P23,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P26,Rwanda,Rwanda2022P26,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P302,Rwanda,Rwanda2022P302,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P31,Rwanda,Rwanda2022P31,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Rwanda | Rwanda2022P319,Rwanda,Rwanda2022P319,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P323,Rwanda,Rwanda2022P323,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Rwanda | Rwanda2022P326,Rwanda,Rwanda2022P326,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | Rwanda2022P33,Rwanda,Rwanda2022P33,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P35,Rwanda,Rwanda2022P35,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P36,Rwanda,Rwanda2022P36,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
Rwanda | Rwanda2022P4,Rwanda,Rwanda2022P4,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P40,Rwanda,Rwanda2022P40,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P45,Rwanda,Rwanda2022P45,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P47,Rwanda,Rwanda2022P47,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P5,Rwanda,Rwanda2022P5,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P55,Rwanda,Rwanda2022P55,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P61,Rwanda,Rwanda2022P61,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P66,Rwanda,Rwanda2022P66,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P67,Rwanda,Rwanda2022P67,2,L+M,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L+M
Rwanda | Rwanda2022P68,Rwanda,Rwanda2022P68,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
Rwanda | Rwanda2022P69,Rwanda,Rwanda2022P69,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P7,Rwanda,Rwanda2022P7,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P71,Rwanda,Rwanda2022P71,2,M+S,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,M+S
Rwanda | Rwanda2022P73,Rwanda,Rwanda2022P73,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P76,Rwanda,Rwanda2022P76,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P80,Rwanda,Rwanda2022P80,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P85,Rwanda,Rwanda2022P85,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Rwanda | Rwanda2022P86,Rwanda,Rwanda2022P86,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P90,Rwanda,Rwanda2022P90,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P91,Rwanda,Rwanda2022P91,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Rwanda | Rwanda2022P99,Rwanda,Rwanda2022P99,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Senegal | ACCESSION_EU312117,Senegal,ACCESSION_EU312117,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Senegal | ArD38661,Senegal,ArD38661,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
Senegal | HD21955,Senegal,HD21955,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
Senegal | SH326064,Senegal,SH326064,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Senegal | SH327052,Senegal,SH327052,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Senegal | SH328056,Senegal,SH328056,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Senegal | SH409226,Senegal,SH409226,3,L+M+S,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,L+M+S
Senegal | SH409425,Senegal,SH409425,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
Somalia | ACCESSION_EU312126,Somalia,ACCESSION_EU312126,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
Somalia | SPU12/99/21,Somalia,SPU12/99/21,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | ACCESSION_DQ375428,South Africa,ACCESSION_DQ375428,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
South Africa | ACCESSION_DQ375433,South Africa,ACCESSION_DQ375433,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
South Africa | ACCESSION_DQ380158,South Africa,ACCESSION_DQ380158,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_DQ380175,South Africa,ACCESSION_DQ380175,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_DQ380189,South Africa,ACCESSION_DQ380189,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
South Africa | ACCESSION_DQ380195,South Africa,ACCESSION_DQ380195,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
South Africa | ACCESSION_EU312111,South Africa,ACCESSION_EU312111,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_EU312113,South Africa,ACCESSION_EU312113,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_EU312114,South Africa,ACCESSION_EU312114,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_EU312120,South Africa,ACCESSION_EU312120,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_EU312127,South Africa,ACCESSION_EU312127,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | ACCESSION_EU709747,South Africa,ACCESSION_EU709747,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
South Africa | ACCESSION_EU709748,South Africa,ACCESSION_EU709748,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
South Africa | ACCESSION_JF784386,South Africa,ACCESSION_JF784386,1,L,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,L only
South Africa | ACCESSION_JF784387,South Africa,ACCESSION_JF784387,1,M,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,M only
South Africa | ACCESSION_JF784388,South Africa,ACCESSION_JF784388,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,S only
South Africa | An1830,South Africa,An1830,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | Ar 118,South Africa,Ar 118,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | Ar118,South Africa,Ar118,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | Ar12568,South Africa,Ar12568,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | Ar20364,South Africa,Ar20364,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | Ar74,South Africa,Ar74,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | H1739,South Africa,H1739,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | H1825,South Africa,H1825,1,M,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M only
South Africa | J40/6,South Africa,J40/6,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | M06/10,South Africa,M06/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M12/10,South Africa,M12/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M127/09,South Africa,M127/09,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M16/10,South Africa,M16/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M19/10,South Africa,M19/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M1955,South Africa,M1955,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M1975/Bov,South Africa,M1975/Bov,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M21/10,South Africa,M21/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M247/09,South Africa,M247/09,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M25/10,South Africa,M25/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M259/09,South Africa,M259/09,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M260/09,South Africa,M260/09,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M29/10,South Africa,M29/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M33/10,South Africa,M33/10,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M37/08,South Africa,M37/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M39/08,South Africa,M39/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M47/08,South Africa,M47/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M57/74,South Africa,M57/74,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M66/09,South Africa,M66/09,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M80/08/2,South Africa,M80/08/2,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M84/08,South Africa,M84/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | M85/08,South Africa,M85/08,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | Ndumo_2017,South Africa,Ndumo_2017,1,L,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,L only
South Africa | OV 35/74,South Africa,OV 35/74,1,S,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,S only
South Africa | RSA/OBP/RVFV/Inactivated,South Africa,RSA/OBP/RVFV/Inactivated,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | RV2652,South Africa,RV2652,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | RV2655,South Africa,RV2655,3,L+M+S,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L+M+S
South Africa | SA103/10,South Africa,SA103/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA106/10,South Africa,SA106/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1061/10,South Africa,SA1061/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
South Africa | SA1081/10,South Africa,SA1081/10,3,L+M+S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,L+M+S
